"","sample","lang","cregion","state","sex","q1","q3","eminuse","intmob","bbhome3a","bbhome3b","bbhome3c","bbhome3d","bbhome3e","cable1","date3a","date3b","date4a","date4b","date4c","date4d","date4e","date4f","game1","game2a","game2b","game2c","game2d","game2e","game2f","game3a","game3b","age","marital","hh1","par","educ2","party","ideo","hisp","race","employed"
"1056",2,1,4,6,1,4,4,2,2,2,3,2,1,2,2,2,2,2,2,1,1,NA,1,2,3,2,NA,2,1,NA,1,1,56,2,2,2,3,3,1,2,2,0
"1057",2,1,4,6,2,4,4,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,NA,2,NA,3,3,3,1,1,55,4,2,2,1,NA,2,1,1,0
"1058",2,1,4,6,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,3,NA,2,2,3,1,2,31,6,2,2,6,1,2,2,1,1
"1059",2,1,4,53,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,2,2,3,3,1,2,36,2,2,1,6,3,3,2,1,1
"1061",2,1,3,40,1,3,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,3,1,1,3,NA,3,1,1,99,3,1,2,8,2,5,2,1,1
"1062",2,1,4,6,2,2,2,1,1,3,3,3,3,3,1,1,1,1,1,2,2,1,2,1,2,3,NA,2,NA,2,1,1,54,3,1,2,8,3,3,2,1,1
"1063",2,1,4,6,2,1,2,1,1,3,1,1,1,1,2,1,2,2,2,2,NA,2,1,2,3,1,1,NA,3,3,1,1,45,3,1,1,3,3,3,2,1,0
"1064",2,1,3,48,1,2,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,NA,1,2,1,2,18,6,3,1,4,3,2,2,2,1
"1065",2,1,3,28,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,3,2,NA,1,2,2,53,1,2,1,3,2,2,2,1,1
"1066",2,1,3,1,1,1,2,1,1,2,3,3,1,1,1,2,2,1,2,2,2,2,1,1,1,3,3,1,NA,1,2,2,18,6,3,2,3,NA,NA,2,2,0
"1067",2,1,3,47,1,1,3,2,2,3,NA,3,3,3,1,2,2,1,1,2,2,2,1,2,NA,2,NA,NA,NA,NA,1,1,62,3,1,2,3,3,2,2,1,1
"1068",2,2,3,37,1,2,3,2,1,2,3,3,3,2,2,2,2,2,2,2,2,2,1,2,3,NA,3,3,NA,3,2,2,58,4,6,2,1,3,NA,1,2,1
"1071",2,1,2,19,2,1,3,1,1,1,1,1,3,2,1,2,1,2,NA,2,2,2,NA,1,3,2,2,3,3,2,1,NA,45,1,3,1,6,3,2,2,1,1
"1072",2,1,1,36,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,3,1,NA,3,NA,3,1,1,62,1,2,2,8,1,2,2,1,1
"1073",2,1,4,6,2,1,2,1,1,1,1,1,1,1,1,1,NA,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,43,2,2,2,6,2,4,2,1,1
"1074",2,1,4,49,2,3,2,1,1,3,2,1,1,3,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,3,1,1,20,6,2,2,3,NA,2,2,1,1
"1076",2,2,4,6,1,2,3,2,1,2,1,NA,1,1,2,2,2,1,1,1,1,1,1,2,2,2,3,3,2,3,1,1,50,6,4,2,1,NA,2,1,6,1
"1078",2,1,4,32,1,2,2,1,1,3,3,3,3,3,1,1,2,1,2,2,2,1,NA,1,2,3,2,2,2,2,1,2,44,1,3,2,6,3,3,2,1,1
"1079",2,2,4,6,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,1,1,3,1,3,1,1,52,4,2,2,1,NA,2,1,1,1
"1080",2,1,4,6,1,1,2,1,1,3,3,3,3,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,34,2,2,2,8,NA,4,2,1,1
"1081",2,1,4,32,2,1,4,1,2,NA,3,NA,3,NA,2,1,2,2,2,1,NA,1,1,2,2,1,1,2,NA,2,1,1,52,3,5,2,5,3,2,2,1,1
"1084",2,1,4,6,2,2,2,1,1,3,3,3,3,3,1,2,2,1,1,2,1,1,2,2,2,3,2,2,2,2,1,2,23,6,3,2,3,3,2,2,2,1
"1085",2,1,4,53,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,1,3,NA,3,2,1,46,1,4,1,5,3,3,2,1,1
"1089",2,1,4,6,1,2,3,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,NA,2,3,2,1,38,1,2,1,6,2,5,1,6,1
"1092",2,1,2,18,2,2,3,1,1,2,3,2,2,2,2,2,1,1,1,2,2,1,2,1,3,3,1,3,2,3,1,1,29,1,2,2,4,3,3,2,2,0
"1094",2,1,4,30,1,1,3,1,2,3,3,3,3,3,1,2,2,1,1,2,2,1,2,2,3,1,3,3,3,3,1,2,51,1,1,1,3,1,2,NA,5,1
"1095",2,1,3,11,2,1,1,1,1,2,2,2,2,3,1,1,1,1,2,2,2,1,1,2,2,1,2,2,NA,3,1,NA,26,6,2,2,8,2,4,2,1,1
"1097",2,1,1,42,2,1,3,1,1,3,2,1,1,2,1,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,60,1,2,2,6,2,4,2,2,1
"1098",2,1,4,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,3,2,2,49,1,2,1,7,3,3,2,1,1
"1102",2,1,3,51,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,3,3,2,3,2,1,2,31,1,2,2,6,2,3,2,1,1
"1104",2,1,4,35,1,3,2,1,1,1,1,NA,3,3,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,28,6,1,2,3,NA,5,2,1,1
"1105",2,1,2,18,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,1,1,20,6,3,2,4,1,3,2,1,1
"1106",2,1,1,42,2,3,4,1,1,1,1,2,3,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,2,30,6,1,1,5,2,3,2,2,1
"1107",2,1,1,36,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,NA,1,1,NA,1,1,2,NA,2,NA,2,1,1,57,1,3,2,4,2,3,2,2,1
"1108",2,2,1,42,1,2,3,2,2,1,NA,1,1,1,1,2,2,1,1,2,NA,2,1,2,NA,3,NA,1,NA,2,1,1,98,6,5,2,1,3,NA,1,1,1
"1109",2,1,2,29,2,3,4,1,1,2,1,NA,1,2,NA,2,2,2,2,1,1,2,NA,2,2,1,NA,1,1,3,1,1,43,4,2,2,4,3,2,2,1,0
"1110",2,1,2,17,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,3,3,2,NA,NA,1,2,36,1,2,1,5,3,3,1,1,1
"1111",2,1,1,44,1,1,1,1,1,3,NA,3,3,3,1,1,2,1,2,2,2,NA,1,1,1,3,3,2,3,1,1,NA,29,6,1,2,6,1,4,2,1,1
"1113",2,1,1,36,1,3,2,1,1,1,1,2,2,1,2,1,NA,1,2,2,1,1,2,1,2,2,2,1,2,2,1,2,29,1,2,2,8,2,3,2,1,1
"1114",2,1,3,12,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,3,3,NA,NA,3,2,2,1,47,6,3,1,2,NA,5,1,2,0
"1116",2,1,2,19,1,2,3,1,2,1,NA,2,NA,1,1,1,2,2,1,1,2,1,1,2,2,3,NA,3,NA,3,1,1,55,1,2,2,4,1,1,2,1,1
"1118",2,1,3,51,1,1,2,1,1,3,1,1,1,3,1,1,1,2,2,2,1,2,1,2,3,2,NA,3,NA,3,1,1,51,2,2,2,4,NA,3,2,2,1
"1119",2,1,3,51,2,2,2,1,1,3,1,3,3,2,1,1,2,1,1,2,2,1,2,2,2,NA,NA,2,3,NA,1,2,29,1,2,1,6,NA,3,2,1,1
"1121",2,1,2,27,1,2,2,1,1,3,3,3,3,3,1,2,2,1,1,2,1,1,2,1,2,3,1,2,2,2,1,2,36,2,2,1,4,2,4,2,1,1
"1122",2,1,2,17,2,1,3,1,1,1,1,1,3,1,1,1,1,1,2,2,2,2,2,1,3,NA,1,3,NA,NA,1,2,50,1,2,1,8,3,3,2,1,1
"1123",2,1,3,48,2,1,1,1,1,3,3,3,3,3,1,2,NA,1,2,2,2,1,1,1,3,1,NA,3,NA,3,1,1,34,1,2,2,6,NA,2,2,3,1
"1125",2,1,2,19,1,2,3,1,1,2,1,2,1,3,1,1,2,1,2,2,2,2,1,1,2,3,1,2,NA,1,1,2,19,6,3,2,4,3,2,2,1,1
"1126",2,1,3,1,1,2,2,1,1,3,1,3,3,3,1,2,2,1,1,2,1,1,1,2,NA,3,2,1,1,1,1,1,39,3,1,2,3,1,2,2,1,1
"1127",2,1,2,55,1,3,4,1,1,3,3,3,2,1,2,1,1,2,2,2,1,2,2,2,3,1,3,3,3,3,2,2,24,6,1,2,3,3,3,1,1,1
"1129",2,1,2,17,1,1,1,1,1,3,2,3,3,3,2,1,2,1,1,2,2,1,1,1,1,3,3,1,3,1,1,2,19,6,4,2,3,2,2,1,1,1
"1131",2,2,3,48,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,2,3,1,3,3,2,3,1,1,57,1,3,2,3,3,2,1,1,1
"1132",2,1,4,53,1,1,2,1,1,3,3,3,1,3,2,1,1,1,1,2,2,1,2,1,2,2,NA,3,NA,2,1,2,38,1,2,1,6,3,3,2,1,1
"1133",2,1,4,16,2,1,2,1,1,3,1,1,1,2,1,1,2,1,1,2,1,1,2,2,3,1,NA,3,NA,2,1,2,37,1,2,2,4,2,3,2,1,1
"1134",2,1,1,25,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,NA,2,2,NA,1,1,2,39,1,2,1,8,2,5,2,1,1
"1135",2,1,2,39,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,NA,1,NA,NA,NA,NA,1,1,40,3,3,2,6,2,3,2,2,1
"1136",2,1,1,25,2,2,3,1,1,1,3,2,1,3,1,1,2,2,1,2,2,2,2,2,1,3,2,3,NA,1,1,2,23,1,2,2,5,2,3,1,1,1
"1137",2,1,3,12,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,1,3,1,2,1,2,37,2,2,1,3,3,3,2,1,1
"1138",2,1,3,37,1,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,2,2,NA,2,2,2,2,2,2,3,2,1,2,54,1,3,1,7,3,3,2,1,1
"1139",2,1,1,36,2,2,4,2,1,3,3,3,3,3,2,2,2,2,1,2,2,1,1,2,2,NA,2,1,3,2,1,1,21,4,1,1,3,3,3,2,1,1
"1140",2,2,1,25,2,2,3,1,1,3,3,3,3,3,1,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,1,1,48,2,4,2,5,2,4,1,1,1
"1141",2,1,2,26,2,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,NA,NA,3,3,3,1,2,24,4,3,1,2,3,2,2,1,0
"1142",2,1,3,51,2,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,NA,1,1,2,2,NA,2,1,20,6,3,2,3,3,5,2,1,1
"1143",2,2,3,48,2,1,NA,1,1,3,2,1,3,NA,1,2,2,2,2,NA,2,2,1,1,2,3,NA,2,2,3,1,NA,40,1,2,1,3,2,NA,1,NA,1
"1144",2,1,3,22,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,NA,NA,NA,2,3,NA,1,1,30,4,6,2,2,NA,NA,2,1,0
"1145",2,1,3,13,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,24,6,3,2,4,3,4,1,4,1
"1146",2,1,3,12,2,1,NA,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,NA,NA,NA,3,NA,2,61,1,2,2,3,2,3,2,2,1
"1147",2,1,1,9,2,1,2,1,1,3,3,2,2,NA,1,2,1,NA,NA,NA,NA,NA,NA,2,2,1,1,3,2,3,1,1,62,1,4,2,6,1,3,NA,NA,1
"1148",2,1,2,18,1,1,2,2,1,3,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,3,3,1,1,1,1,2,49,3,1,1,3,2,2,2,2,0
"1149",2,1,2,31,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,1,1,22,6,2,2,2,3,4,2,1,0
"1150",2,1,2,29,1,3,3,1,1,3,3,3,3,3,1,1,1,1,1,2,NA,1,2,2,3,2,NA,2,3,3,1,1,42,6,1,2,8,NA,3,2,1,1
"1151",2,1,3,54,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,NA,NA,1,NA,2,1,2,26,1,2,1,5,1,NA,2,1,1
"1153",2,2,3,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,NA,2,NA,NA,NA,NA,1,1,45,6,2,2,1,3,4,1,6,1
"1154",2,2,3,24,2,1,2,2,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,2,NA,NA,NA,NA,NA,2,2,1,35,2,2,1,2,NA,NA,1,1,0
"1155",2,1,3,37,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,3,1,1,2,2,1,2,19,6,3,2,3,1,2,2,2,1
"1156",2,1,3,13,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,NA,2,NA,NA,NA,3,1,1,61,1,3,2,8,2,4,2,1,1
"1157",2,1,2,17,1,1,2,1,1,2,3,3,2,2,1,2,2,1,1,2,2,NA,2,1,2,2,2,2,2,3,2,1,43,1,2,1,8,1,2,2,1,1
"1158",2,1,1,36,1,1,2,1,1,3,1,1,1,2,1,2,1,NA,NA,2,NA,NA,NA,2,2,NA,2,2,NA,2,1,2,56,2,2,2,5,2,4,2,1,1
"1159",2,1,3,12,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,2,1,NA,3,1,2,41,2,2,2,6,2,4,2,2,1
"1160",2,1,2,17,1,1,1,1,1,2,3,2,3,2,2,1,1,1,1,2,2,2,1,2,2,2,1,NA,1,3,1,1,62,1,2,2,6,2,3,2,1,1
"1162",2,1,4,4,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,2,1,1,2,3,1,NA,2,1,1,20,6,2,2,4,3,3,2,1,1
"1163",2,1,3,37,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,34,4,1,2,8,3,3,2,1,1
"1164",2,1,2,39,2,3,2,1,1,2,1,2,3,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,NA,NA,1,2,29,1,2,2,6,1,2,2,1,1
"1165",2,2,3,48,2,2,3,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,3,2,3,2,1,1,36,3,1,1,1,2,3,1,1,1
"1166",2,1,2,17,1,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,41,3,1,1,3,NA,NA,2,1,1
"1167",2,1,4,6,2,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,1,2,1,NA,1,NA,NA,NA,NA,2,2,43,1,3,1,4,3,4,2,1,1
"1168",2,1,3,51,2,1,2,1,1,2,2,2,1,1,1,1,1,NA,NA,2,NA,NA,NA,1,2,NA,NA,3,NA,NA,1,NA,48,1,2,1,6,1,3,2,1,1
"1169",2,1,3,13,1,2,3,1,1,3,3,3,3,3,1,1,2,1,1,2,2,2,1,2,2,3,2,2,2,3,2,2,36,3,1,1,6,NA,2,2,1,1
"1170",2,1,2,39,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,NA,2,2,2,2,2,1,57,3,3,2,3,2,3,2,1,0
"1171",2,1,2,39,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,3,1,1,3,2,1,2,23,6,1,2,3,3,4,1,6,1
"1172",2,1,1,34,1,3,3,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,2,1,2,3,NA,2,NA,2,1,2,32,6,2,2,3,1,2,2,1,1
"1173",2,1,3,47,2,1,2,1,1,NA,2,3,3,2,1,2,1,1,1,2,2,NA,1,1,2,3,3,3,NA,NA,NA,2,56,5,2,NA,8,2,3,2,2,1
"1174",2,1,3,24,1,1,3,1,1,1,1,3,1,3,1,2,2,2,2,2,2,2,2,1,1,NA,2,2,2,2,1,2,66,1,2,2,8,2,2,2,2,1
"1175",2,1,3,48,1,1,1,1,1,3,3,3,3,3,1,1,NA,1,1,2,2,2,2,2,NA,1,3,2,3,NA,1,2,47,6,1,2,8,1,3,2,1,1
"1176",2,1,1,42,1,2,2,1,1,3,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,NA,NA,NA,NA,3,1,2,53,1,2,2,3,3,3,2,1,1
"1177",2,1,4,8,1,1,2,1,1,3,3,3,3,3,1,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,67,NA,2,2,8,1,2,2,1,1
"1179",2,1,3,28,1,4,4,1,1,1,1,2,2,1,1,2,2,NA,2,2,2,NA,1,1,2,3,3,2,2,2,1,1,40,1,2,1,8,NA,3,2,4,1
"1180",2,1,3,48,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,2,3,NA,1,3,2,2,2,52,1,2,2,8,3,2,2,1,1
"1182",2,1,3,12,1,1,2,1,1,2,NA,3,2,NA,1,1,1,NA,2,2,2,2,2,1,2,2,NA,2,NA,NA,2,NA,41,1,2,1,8,NA,NA,2,1,1
"1183",2,1,2,17,2,1,NA,1,1,3,1,2,2,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,45,2,2,1,5,2,2,1,4,1
"1184",2,1,2,19,1,1,2,1,1,1,2,3,3,3,1,1,2,2,1,2,2,2,2,2,2,1,2,3,2,2,1,2,22,6,6,2,3,2,4,2,1,1
"1186",2,1,3,21,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,1,2,2,3,1,2,34,1,2,1,8,1,2,2,1,1
"1187",2,1,1,42,1,1,2,1,1,3,3,3,3,3,1,1,1,1,2,2,2,2,2,2,NA,2,NA,NA,3,1,2,2,59,1,4,2,6,1,2,2,1,1
"1188",2,1,2,39,2,2,3,1,1,3,3,3,NA,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,NA,3,1,2,43,1,3,1,4,2,2,2,1,0
"1189",2,1,3,48,1,2,2,1,2,1,3,2,2,2,2,1,2,2,2,2,2,1,1,2,3,1,1,3,2,3,1,2,38,1,2,1,6,3,1,2,4,1
"1190",2,1,1,42,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,NA,NA,3,NA,3,2,2,45,2,2,1,5,1,3,2,1,1
"1192",2,1,3,48,2,2,4,1,1,3,1,3,3,1,1,1,2,1,1,1,2,1,1,1,1,3,3,2,NA,1,1,2,27,3,3,1,3,NA,5,1,1,1
"1193",2,1,2,19,2,3,4,1,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,1,3,3,2,NA,2,2,1,39,3,1,1,4,NA,NA,2,1,1
"1195",2,1,1,36,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,1,2,45,2,2,2,6,2,4,2,1,1
"1196",2,1,2,18,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,41,1,3,1,8,2,5,2,2,1
"1197",2,1,2,55,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,NA,2,3,2,2,2,44,3,3,1,3,1,2,2,1,1
"1198",2,1,1,42,1,1,3,1,1,1,2,3,3,3,1,1,1,1,1,2,2,2,2,1,2,2,2,2,NA,1,2,2,18,6,2,2,2,1,4,1,1,0
"1199",2,1,3,45,1,1,1,1,1,3,3,3,3,3,1,1,1,NA,1,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,2,47,1,3,1,8,1,2,2,1,1
"1200",2,2,3,37,1,2,2,2,1,1,3,NA,3,3,1,1,2,2,2,2,2,2,2,1,3,2,NA,2,3,1,2,2,31,2,3,1,1,NA,5,1,1,1
"1201",2,1,4,6,1,4,3,1,1,2,1,1,2,2,1,1,1,1,1,NA,2,1,1,1,1,1,1,2,3,1,1,1,21,4,4,2,2,NA,NA,2,1,0
"1202",2,1,4,6,1,1,2,1,1,3,3,3,3,3,1,2,1,1,1,2,2,1,1,1,NA,1,NA,3,3,3,1,1,70,1,2,2,6,1,1,2,1,1
"1203",2,1,4,6,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,3,NA,2,2,3,1,2,42,3,3,2,8,2,3,2,2,1
"1205",2,1,4,53,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,25,6,5,2,6,3,3,2,1,1
"1207",2,1,4,41,2,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,NA,2,2,NA,NA,2,1,1,49,3,1,2,3,3,4,1,3,1
"1208",2,1,2,55,2,2,3,1,1,3,2,3,1,1,2,1,1,1,1,2,2,2,2,1,2,3,NA,3,NA,2,2,1,62,3,2,2,8,2,3,2,1,1
"1209",2,1,2,17,2,1,2,2,2,3,3,3,3,3,1,2,2,2,2,1,2,2,NA,1,1,NA,3,1,3,2,1,1,26,2,2,1,5,2,2,2,2,1
"1210",2,1,3,48,2,1,3,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,1,2,1,NA,NA,3,3,1,1,39,1,2,1,5,2,3,1,1,0
"1211",2,1,3,48,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,NA,3,2,3,2,1,60,3,1,2,6,3,2,2,1,1
"1212",2,1,4,6,2,1,3,1,1,2,1,3,2,2,1,2,2,1,1,2,NA,2,1,2,3,1,2,3,NA,NA,1,1,47,1,4,1,8,1,2,2,1,0
"1213",2,1,2,55,2,2,3,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,3,2,2,2,3,1,2,58,3,1,2,8,3,3,2,1,1
"1214",2,1,4,4,2,2,3,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,3,1,3,3,NA,3,2,1,55,1,5,2,2,2,1,1,6,1
"1215",2,2,3,48,1,2,3,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,3,1,2,3,2,3,1,1,40,1,2,1,2,NA,NA,1,6,1
"1216",2,1,2,55,2,1,2,1,2,2,3,3,3,2,1,1,1,1,1,2,2,1,2,2,2,2,3,2,3,2,1,1,56,1,3,2,6,1,1,2,1,1
"1218",2,1,3,24,1,1,2,1,1,NA,1,2,NA,2,1,1,2,1,2,2,2,1,1,2,2,2,2,NA,NA,NA,1,2,57,1,2,1,8,2,3,2,1,1
"1220",2,1,1,9,1,2,3,2,2,3,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,NA,2,NA,NA,2,1,59,1,2,2,3,3,3,2,2,1
"1222",2,1,3,24,1,3,4,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,3,NA,NA,NA,3,2,2,35,1,2,1,8,2,4,2,1,1
"1223",2,1,2,26,1,2,2,1,1,2,3,2,2,2,1,2,2,1,1,2,2,NA,2,2,3,2,NA,2,NA,NA,NA,NA,49,1,3,1,6,1,2,2,1,1
"1225",2,1,3,37,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,NA,1,2,NA,3,NA,NA,NA,NA,1,1,45,1,3,1,6,2,3,2,4,1
"1226",2,2,3,12,1,2,2,1,1,3,3,3,3,3,1,1,1,1,2,2,2,2,1,1,1,3,2,2,2,3,1,2,24,6,2,2,6,2,2,1,1,0
"1227",2,1,3,12,2,1,3,1,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,NA,NA,NA,NA,1,1,65,1,2,2,4,2,3,2,2,1
"1231",2,1,1,36,1,3,4,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,3,1,2,1,1,2,2,28,6,4,2,8,3,5,1,2,1
"1233",2,1,1,42,2,3,4,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,NA,2,NA,NA,1,1,25,6,2,1,2,3,2,2,1,1
"1234",2,1,4,16,1,1,2,1,1,3,1,3,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,3,1,2,45,6,2,2,6,1,2,2,1,1
"1236",2,1,3,12,1,1,4,1,1,3,3,3,3,3,1,2,2,1,1,2,2,2,NA,2,NA,1,NA,3,NA,NA,NA,NA,60,1,2,2,6,1,2,2,1,1
"1237",2,1,2,26,1,1,1,1,1,3,3,3,3,3,2,2,2,1,1,2,2,2,1,1,2,3,3,1,3,NA,1,2,32,1,2,1,6,NA,NA,2,3,1
"1238",2,1,2,26,2,2,4,1,1,3,2,3,3,3,1,2,2,2,2,1,1,2,1,1,1,1,1,3,2,2,1,2,19,6,4,2,3,1,1,2,1,1
"1239",2,1,1,33,2,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,2,2,2,2,2,2,1,2,NA,NA,NA,2,1,32,1,2,1,8,3,3,2,1,1
"1241",2,1,2,39,1,2,2,1,1,2,2,1,1,1,1,2,1,2,2,NA,1,1,1,1,2,1,3,2,NA,3,1,1,29,6,1,2,3,2,NA,2,2,1
"1243",2,1,3,48,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,20,1,5,2,NA,3,4,2,2,0
"1244",2,1,2,31,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,3,NA,2,1,1,26,6,2,2,6,2,3,2,1,1
"1245",2,2,3,12,1,3,3,1,1,2,3,3,3,3,1,2,2,1,1,NA,2,1,1,1,2,2,NA,2,NA,NA,1,1,40,2,3,1,1,3,4,1,1,1
"1246",2,1,3,47,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,NA,NA,NA,2,1,2,52,1,2,1,6,3,3,2,1,1
"1247",2,1,3,40,1,1,2,1,1,2,3,3,2,2,1,2,2,1,1,2,2,1,2,1,2,3,3,2,3,NA,2,2,32,1,2,1,3,3,3,2,1,1
"1249",2,1,2,17,1,2,2,1,2,2,1,NA,NA,2,1,2,2,1,NA,1,1,NA,1,1,2,1,NA,1,NA,NA,1,NA,55,1,3,1,3,2,3,2,1,1
"1250",2,1,3,47,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,3,1,2,1,2,1,2,28,6,5,2,3,3,3,2,1,0
"1251",2,2,3,48,1,3,2,1,1,3,3,3,3,3,1,1,1,1,1,2,2,2,2,1,2,NA,NA,2,NA,2,1,1,33,6,1,2,6,3,NA,1,1,1
"1252",2,1,1,9,1,1,2,1,1,3,1,2,3,3,1,2,2,NA,2,2,2,NA,1,2,2,2,NA,NA,NA,NA,1,NA,65,1,2,2,8,1,3,2,1,1
"1253",2,1,3,47,2,1,3,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,NA,NA,2,1,2,20,6,3,2,4,3,5,2,1,1
